priority_rank,grid_id,latitude,longitude,grid_lat,grid_lon,violation_count,unique_vehicles,impact_sum,impact_avg,peak_hour_share,junction_share,active_days,police_station,junction_name,top_vehicle_type,repeat_density,parking_violation_frequency_score,repeat_hotspot_density_score,junction_proximity_score,peak_hour_weight_score,vehicle_blockage_score,parking_violation_density_score,estimated_speed_drop_score,road_occupancy_score,road_importance_score,congestion_impact_score,score_formula,risk_band,recommended_action
5297,"13.022,77.536",13.021595071428573,77.53568968571429,13.022,77.536,7,7,6.405000000000001,0.9150000000000001,0.0,0.0,4,Yeshwanthpura,No Junction,LGV,1.75,18.006310549157188,1.4423076923076923,0.0,0.0,11.530612244897961,18.006310549157188,16.339720966133907,11.530612244897961,0.0,8.716162367229595,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5298,"13.195,77.681",13.195061625,77.680987425,13.195,77.681,4,4,4.25,1.0625,0.25,0.0,4,Devanahalli Airport,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,14.540816326530612,11.90152390009879,15.18095677948789,14.540816326530612,0.0,8.714691192692577,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5299,"13.034,77.569",13.033774366666668,77.56873286666666,13.034,77.569,3,3,3.66,1.22,0.3333333333333333,0.0,3,Sadashivanagar,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,17.755102040816325,9.003155274578596,14.545415376120907,17.755102040816325,0.0,8.710105647246404,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5300,"12.97,77.57",12.970152333333333,77.5702194,12.97,77.57,3,3,3.65,1.2166666666666666,0.3333333333333333,0.0,3,Chamarajpet,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,17.68707482993197,9.003155274578596,14.521090770370995,17.68707482993197,0.0,8.703302926157969,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5301,"12.963,77.702",12.963031033333332,77.70217716666667,12.963,77.702,3,3,3.65,1.2166666666666666,0.3333333333333333,0.0,3,HAL Old Airport,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,17.68707482993197,9.003155274578596,14.521090770370995,17.68707482993197,0.0,8.703302926157969,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5302,"12.914,77.547",12.914019285458064,77.54679284277248,12.914,77.547,5,5,4.375,0.875,0.0,0.0,1,K.S. Layout,No Junction,CAR,5.0,14.269663498376959,7.6923076923076925,0.0,0.0,10.714285714285714,14.269663498376959,13.26390481259743,10.714285714285714,0.0,8.702370893856278,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5303,"12.879,77.595",12.8788547,77.59536065,12.879,77.595,2,2,2.26,1.13,0.5,0.0,2,J.P. Nagar,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.918367346938773,5.266508223798365,11.517910367173123,15.918367346938773,0.0,8.698440024213223,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5304,"13.194,77.681",13.194031249999998,77.68101300000001,13.194,77.681,2,2,2.26,1.13,0.5,0.0,2,Devanahalli Airport,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.918367346938773,5.266508223798365,11.517910367173123,15.918367346938773,0.0,8.698440024213223,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5305,"12.976,77.711",12.975761349999999,77.7108914,12.976,77.711,6,6,7.8225,1.30375,0.0,0.0,4,HAL Old Airport,No Junction,MAXI-CAB,1.5,16.271896999558507,0.9615384615384616,0.0,0.0,19.46428571428571,16.271896999558507,18.021162693785257,19.46428571428571,0.0,8.69557198663659,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5306,"12.986,77.735",12.986330985714286,77.73524028571428,12.986,77.735,7,7,3.4400000000000004,0.4914285714285715,0.0,0.0,2,Whitefield,No Junction,MOTOR CYCLE,3.5,18.006310549157188,4.807692307692308,0.0,0.0,2.886297376093296,18.006310549157188,11.429300838176355,2.886297376093296,0.0,8.693077034195284,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5307,"13.0,77.533",13.000207925,77.532981575,13.0,77.533,4,4,3.8850000000000002,0.9712500000000001,0.25,0.0,3,Vijayanagara,No Junction,CAR,1.3333333333333333,11.90152390009879,0.641025641025641,0.0,25.0,12.678571428571427,11.90152390009879,14.396068681363289,12.678571428571427,0.0,8.688723113153069,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5308,"12.978,77.645",12.9784212,77.64525119999999,12.978,77.645,2,2,2.25,1.125,0.5,0.0,2,Jeevanbheemanagar,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5309,"13.008,77.757",13.0075421,77.7569563,13.008,77.757,2,2,2.25,1.125,0.5,0.0,2,Mahadevapura,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5310,"13.057,77.648",13.05718525,77.64830810000001,13.057,77.648,2,2,2.25,1.125,0.5,0.0,2,Hennuru,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5311,"12.986,77.709",12.9861261,77.7085445,12.986,77.709,2,2,2.25,1.125,0.5,0.0,2,Mahadevapura,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5312,"13.041,77.573",13.0409543,77.5729332,13.041,77.573,2,2,2.25,1.125,0.5,0.0,2,Kodigehalli,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5313,"13.195,77.683",13.194733150000001,77.68325379999999,13.195,77.683,2,2,2.25,1.125,0.5,0.0,2,Devanahalli Airport,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5314,"12.976,77.598",12.975916300000002,77.59819540000001,12.976,77.598,2,2,2.25,1.125,0.5,0.0,2,Cubbon Park,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5315,"12.983,77.769",12.98344415,77.7690008,12.983,77.769,2,2,2.25,1.125,0.5,0.0,2,Mahadevapura,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5316,"12.912,77.643",12.91185025,77.64286645,12.912,77.643,2,2,2.25,1.125,0.5,0.0,2,HSR Layout,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.816326530612242,5.266508223798365,11.480476728481028,15.816326530612242,0.0,8.68823594258057,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5317,"12.828,77.683",12.82761035,77.68256835,12.828,77.683,2,2,2.2220000000000004,1.1110000000000002,0.5,0.0,2,Electronic City,No Junction,LGV,1.0,5.266508223798365,0.0,0.0,50.0,15.530612244897963,5.266508223798365,11.37504655440968,15.530612244897963,0.0,8.659664514009142,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5318,"12.874,77.54",12.8742201,77.5401353,12.874,77.54,7,7,7.12,1.0171428571428571,0.0,0.0,6,Thalagattapura,No Junction,CAR,1.1666666666666667,18.006310549157188,0.32051282051282065,0.0,0.0,13.615160349854227,18.006310549157188,17.224599921970032,13.615160349854227,0.0,8.644168459776504,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5319,"13.197,77.709",13.196639633333334,77.70879133333334,13.197,77.709,3,3,3.2,1.0666666666666667,0.3333333333333333,0.0,2,Devanahalli Airport,No Junction,CAR,1.5,9.003155274578596,0.9615384615384616,0.0,33.33333333333333,14.625850340136054,9.003155274578596,13.368595182902347,14.625850340136054,0.0,8.637565092562992,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5320,"12.853,77.588",12.852999149999999,77.5883917,12.853,77.588,2,2,2.2,1.1,0.5,0.0,2,Thalagattapura,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5321,"13.053,77.622",13.0534872,77.6215161,13.053,77.622,2,2,2.2,1.1,0.5,0.0,2,Hennuru,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5322,"13.195,77.691",13.194776099999999,77.69133984999999,13.195,77.691,2,2,2.2,1.1,0.5,0.0,2,Devanahalli Airport,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5323,"12.973,77.606",12.972710500000002,77.6056375,12.973,77.606,2,2,2.2,1.1,0.5,0.0,2,Cubbon Park,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5324,"13.029,77.573",13.02852775,77.57335485,13.029,77.573,2,2,2.2,1.1,0.5,0.0,2,Kodigehalli,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5325,"13.199,77.708",13.19889735,77.7076729,13.199,77.708,2,2,2.2,1.1,0.5,0.0,2,Devanahalli Airport,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5326,"12.955,77.649",12.95532205,77.6485334,12.955,77.649,2,2,2.2,1.1,0.5,0.0,2,Jeevanbheemanagar,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5327,"12.913,77.605",12.91349605,77.6050821,12.913,77.605,2,2,2.2,1.1,0.5,0.0,2,Mico Layout,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5328,"12.91,77.633",12.910327200000001,77.63251385000001,12.91,77.633,2,2,2.2,1.1,0.5,0.0,2,HSR Layout,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5329,"13.099,77.578",13.099409049999998,77.57775445,13.099,77.578,2,2,2.2,1.1,0.5,0.0,2,Yelahanka,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5330,"13.101,77.583",13.1008095,77.58264135,13.101,77.583,2,2,2.2,1.1,0.5,0.0,2,Yelahanka,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5331,"12.912,77.68",12.91245915,77.6802447,12.912,77.68,2,2,2.2,1.1,0.5,0.0,2,Bellandur,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,15.306122448979592,5.266508223798365,11.291563799983198,15.306122448979592,0.0,8.637215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5332,"13.099,77.589",13.099383242857144,77.58924650000002,13.099,77.589,7,7,5.15,0.7357142857142858,0.0,0.0,3,Yelahanka,No Junction,CAR,2.3333333333333335,18.006310549157188,2.5641025641025643,0.0,0.0,7.871720116618077,18.006310549157188,14.55696507966577,7.871720116618077,0.0,8.630721872350325,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5333,"12.986,77.731",12.98589208,77.7309264,12.986,77.731,5,5,7.14,1.428,0.0,0.0,2,Whitefield,No Junction,MAXI-CAB,2.5,14.269663498376959,2.8846153846153846,0.0,0.0,21.999999999999993,14.269663498376959,17.248216217384897,21.999999999999993,0.0,8.62901924550463,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5334,"12.959,77.517",12.958871809020119,77.5170251122541,12.959,77.517,6,5,7.619999999999999,1.2699999999999998,0.0,0.0,4,Byatarayanapura,No Junction,CAR,1.5,16.271896999558507,0.9615384615384616,0.0,0.0,18.775510204081627,16.271896999558507,17.798248404758223,18.775510204081627,0.0,8.62669443561618,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5335,"12.972,77.507",12.971577971428571,77.5074548857143,12.972,77.507,7,7,6.67,0.9528571428571428,0.0,0.0,5,Jnanabharathi,No Junction,CAR,1.4,18.006310549157188,0.769230769230769,0.0,0.0,12.303206997084548,18.006310549157188,16.677268852332137,12.303206997084548,0.0,8.625152611679024,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5336,"12.906,77.637",12.906368366666667,77.6372423,12.906,77.637,3,3,3.5185000000000004,1.1728333333333334,0.3333333333333333,0.0,3,HSR Layout,No Junction,LGV,1.0,9.003155274578596,0.0,0.0,33.33333333333333,16.792517006802722,9.003155274578596,14.196263434892732,16.792517006802722,0.0,8.613847143845044,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5337,"12.961,77.509",12.960985314285713,77.50913828571429,12.961,77.509,7,7,6.970000000000001,0.9957142857142858,0.0,0.0,6,Jnanabharathi,No Junction,CAR,1.1666666666666667,18.006310549157188,0.32051282051282065,0.0,0.0,13.17784256559767,18.006310549157188,17.04560121397285,13.17784256559767,0.0,8.600436681350848,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5338,"12.968,77.654",12.967750140087892,77.65399929154081,12.968,77.654,6,6,5.4,0.9,0.0,0.0,2,Jeevanbheemanagar,No Junction,CAR,3.0,16.271896999558507,3.8461538461538463,0.0,0.0,11.224489795918368,16.271896999558507,14.939486568543536,11.224489795918368,0.0,8.592746240953701,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5339,"13.009,77.583",13.008966749999999,77.5832024,13.009,77.583,4,4,4.01,1.0025,0.25,0.0,4,Sadashivanagar,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,13.316326530612244,11.90152390009879,14.67128113704291,13.316326530612244,0.0,8.59224221310074,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5340,"13.035,77.588",13.03499755,77.588384025,13.035,77.588,4,4,3.6950000000000003,0.9237500000000001,0.25,0.0,3,Kodigehalli,No Junction,CAR,1.3333333333333333,11.90152390009879,0.641025641025641,0.0,25.0,11.70918367346939,11.90152390009879,13.963957194099363,11.70918367346939,0.0,8.591784337642865,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5341,"12.952,77.621",12.951872833333333,77.62102876666667,12.952,77.621,3,3,3.4675000000000002,1.1558333333333335,0.3333333333333333,0.0,3,Ashok Nagar,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,16.445578231292522,9.003155274578596,14.06773365940372,16.445578231292522,0.0,8.579153266294023,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5342,"12.924,77.67",12.923687433333333,77.66968233333334,12.924,77.67,3,3,3.46,1.1533333333333333,0.3333333333333333,0.0,3,Bellandur,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,16.39455782312925,9.003155274578596,14.048708564552106,16.39455782312925,0.0,8.574051225477696,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5343,"12.957,77.697",12.956798433333333,77.69719963333334,12.957,77.697,3,3,3.46,1.1533333333333333,0.3333333333333333,0.0,3,HAL Old Airport,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,16.39455782312925,9.003155274578596,14.048708564552106,16.39455782312925,0.0,8.574051225477696,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5344,"12.975,77.559",12.97539955,77.55909325,12.975,77.559,6,6,2.564,0.42733333333333334,0.16666666666666666,0.0,4,Magadi Road,No Junction,SCOOTER,1.5,16.271896999558507,0.9615384615384616,0.0,16.666666666666664,1.5782312925170072,16.271896999558507,10.414413505715935,1.5782312925170072,0.0,8.573633211126387,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5345,"13.02,77.675",13.020041475,77.674712525,13.02,77.675,4,4,3.9715000000000003,0.9928750000000001,0.25,0.0,4,Banaswadi,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,13.119897959183675,11.90152390009879,14.587254334160738,13.119897959183675,0.0,8.572599355957884,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5346,"12.972,77.75",12.972278159999998,77.75042108,12.972,77.75,5,5,7.0,1.4,0.0,0.0,2,Whitefield,No Junction,CAR,2.5,14.269663498376959,2.8846153846153846,0.0,0.0,21.428571428571423,14.269663498376959,17.08166895550236,21.428571428571423,0.0,8.571876388361773,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5347,"12.982,77.639",12.982358,77.6391715,12.982,77.639,5,5,7.0,1.4,0.0,0.0,2,Jeevanbheemanagar,No Junction,CAR,2.5,14.269663498376959,2.8846153846153846,0.0,0.0,21.428571428571423,14.269663498376959,17.08166895550236,21.428571428571423,0.0,8.571876388361773,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5348,"12.919,77.669",12.9188285625,77.6692136,12.919,77.669,8,8,5.695,0.711875,0.0,0.0,8,Bellandur,No Junction,GOODS AUTO,1.0,19.536171722175325,0.0,0.0,0.0,7.385204081632654,19.536171722175325,15.37209212803369,7.385204081632654,0.0,8.552989097033397,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5349,"12.85,77.658",12.850436771428573,77.65754842857143,12.85,77.658,7,7,2.9400000000000004,0.42000000000000004,0.0,0.0,2,Electronic City,No Junction,SCOOTER,3.5,18.006310549157188,4.807692307692308,0.0,0.0,1.4285714285714297,18.006310549157188,10.282351468846278,1.4285714285714297,0.0,8.547304439443096,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5350,"12.975,77.614",12.974885185714285,77.61440881428572,12.975,77.614,7,7,6.4,0.9142857142857144,0.0,0.0,5,Halasur,No Junction,PASSENGER AUTO,1.4,18.006310549157188,0.769230769230769,0.0,0.0,11.516034985422742,18.006310549157188,16.333236657042562,11.516034985422742,0.0,8.546435410512842,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5351,"13.001,77.616",13.000804057142858,77.61608725714287,13.001,77.616,7,7,6.775,0.9678571428571429,0.0,0.0,6,Pulikeshinagar(F.Town),No Junction,CAR,1.1666666666666667,18.006310549157188,0.32051282051282065,0.0,0.0,12.609329446064141,18.006310549157188,16.807798803786888,12.609329446064141,0.0,8.543585369397496,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5352,"12.875,77.596",12.875484914285712,77.59579065714286,12.875,77.596,7,7,2.9200000000000004,0.4171428571428572,0.0,0.0,2,Hulimavu,No Junction,MOTOR CYCLE,3.5,18.006310549157188,4.807692307692308,0.0,0.0,1.3702623906705556,18.006310549157188,10.233496303636668,1.3702623906705556,0.0,8.541473535653008,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5353,"13.047,77.57",13.0472694,77.57034373333333,13.047,77.57,3,2,3.41,1.1366666666666667,0.3333333333333333,0.0,3,Kodigehalli,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,16.054421768707485,9.003155274578596,13.921051072367325,16.054421768707485,0.0,8.54003762003552,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
