id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp,created_at_ist,violation_items,parking_violation,date,month,weekday,hour,is_peak_hour,is_weekend,near_junction,violation_severity,vehicle_pcu,junction_weight,peak_weight,grid_lat,grid_lon,grid_id,incident_impact
FKID003981,12.937452,77.5985428,"Hosur Road, Hombegowda Nagar, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL3925,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-28 02:20:46+00,,2024-03-28 02:29:29.309184+00,FKDEV00735,FKUSR00708,32.0,Wilson Garden,True,BTP126 - Dairy Circle,,2024-04-14 21:23:08.136576+00,,,,,2024-03-28 07:50:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,7,0,0,1,1.0,0.75,1.25,1.0,12.937,77.599,"12.937,77.599",0.9375
FKID003982,12.9410165,77.5711869,"Sri DV Gundappa Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL3926,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:04:46+00,,2024-03-28 09:18:35.7092+00,FKDEV00627,FKUSR00608,7.0,Basavanagudi,True,BTP109 - Dewan Madhava Rao Junction,,2024-04-15 14:54:45.956055+00,,,,,2024-03-28 13:34:46+05:30,['WRONG PARKING'],True,2024-03-28,2024-03,Thursday,13,0,0,1,1.05,0.4,1.25,1.0,12.941,77.571,"12.941,77.571",0.525
FKID003983,12.9948238,77.6150674,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL3927,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:14:46+00,,2024-01-30 05:34:52.884314+00,FKDEV00737,FKUSR00710,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL3927,CAR,approved,2024-02-03 04:27:52.454+00,2024-01-30 10:44:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,12.995,77.615,"12.995,77.615",1.2
FKID003984,12.9410207,77.5711745,"Sri DV Gundappa Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL3928,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:04:46+00,,2024-03-28 09:18:36.248234+00,FKDEV00627,FKUSR00608,7.0,Basavanagudi,True,BTP109 - Dewan Madhava Rao Junction,,2024-04-15 14:54:45.958608+00,,,,,2024-03-28 13:34:46+05:30,['WRONG PARKING'],True,2024-03-28,2024-03,Thursday,13,0,0,1,1.05,0.4,1.25,1.0,12.941,77.571,"12.941,77.571",0.525
FKID003985,13.0281717,77.5733517,"2nd Cross Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL3929,SCOOTER,,"[""NO PARKING""]",[113],2024-01-30 05:32:46+00,,2024-01-30 05:36:20.779096+00,FKDEV00209,FKUSR00209,,Kodigehalli,True,No Junction,,,FKN00GL3929,SCOOTER,approved,2024-02-03 03:48:33.136+00,2024-01-30 11:02:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,0,1.0,0.4,1.0,1.0,13.028,77.573,"13.028,77.573",0.4
FKID003986,13.0281542,77.5734592,"2nd Cross Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL3930,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:33:46+00,,2024-01-30 05:36:23.414682+00,FKDEV00209,FKUSR00209,,Kodigehalli,True,No Junction,,,FKN00GL3930,CAR,approved,2024-02-03 03:45:57.481+00,2024-01-30 11:03:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,0,1.0,1.0,1.0,1.0,13.028,77.573,"13.028,77.573",1.0
FKID003987,12.994691,77.6151686,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL3931,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:15:46+00,,2024-01-30 05:36:22.495065+00,FKDEV00737,FKUSR00710,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL3931,CAR,approved,2024-02-03 03:47:46.247+00,2024-01-30 10:45:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,12.995,77.615,"12.995,77.615",1.2
FKID003988,12.940865,77.5839882,"Stopover Backpackers Stay, 18, 9th Main Road, Jayanagar 2nd Block, Ashoka Pillar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560069, India",FKN00GL3932,CAR,,"[""NO PARKING""]",[113],2024-03-26 22:35:46+00,,2024-03-28 09:19:43.43994+00,FKDEV00736,FKUSR00709,32.0,Wilson Garden,True,"BTP186 - 9th Cross, 4th Main, Jayanagar",,2024-04-15 14:54:45.972368+00,,,,,2024-03-27 04:05:46+05:30,['NO PARKING'],True,2024-03-27,2024-03,Wednesday,4,0,0,1,1.0,1.0,1.25,1.0,12.941,77.584,"12.941,77.584",1.25
FKID003989,12.9873198,77.7348347,"Whitefield Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL3933,MOTOR CYCLE,,"[""PARKING ON FOOTPATH"",""NO PARKING""]","[105,113]",2024-01-30 22:25:46+00,,2024-02-01 06:36:28.309453+00,FKDEV00156,FKUSR00156,39.0,Whitefield,True,No Junction,,,FKN00GL3933,MOTOR CYCLE,rejected,2024-02-02 02:58:26.924+00,2024-01-31 03:55:46+05:30,"['PARKING ON FOOTPATH', 'NO PARKING']",True,2024-01-31,2024-01,Wednesday,3,0,0,0,1.1,0.4,1.0,1.0,12.987,77.735,"12.987,77.735",0.44000000000000006
FKID003990,12.9873198,77.7348347,"Whitefield Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL3934,SCOOTER,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2024-02-01 06:35:46+00,,2024-02-01 06:36:29.335949+00,FKDEV00156,FKUSR00156,39.0,Whitefield,True,No Junction,,,FKN00GL3934,SCOOTER,approved,2024-02-01 22:27:05.773+00,2024-02-01 12:05:46+05:30,"['PARKING ON FOOTPATH', 'WRONG PARKING']",True,2024-02-01,2024-02,Thursday,12,0,0,0,1.1,0.4,1.0,1.0,12.987,77.735,"12.987,77.735",0.44000000000000006
FKID003991,12.9393188,77.5839416,"9th Cross Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL3935,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-28 09:19:46+00,,2024-03-28 09:20:06.836544+00,FKDEV00736,FKUSR00709,32.0,Wilson Garden,True,"BTP186 - 9th Cross, 4th Main, Jayanagar",,2024-04-15 14:54:45.97515+00,,,,,2024-03-28 14:49:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,14,0,0,1,1.0,0.4,1.25,1.0,12.939,77.584,"12.939,77.584",0.5
FKID003992,12.908475,77.60084,"1st Cross Road, GD Mara Slum, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL3936,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-28 06:19:46+00,,2024-03-28 22:18:52.438165+00,FKDEV00738,FKUSR00711,31.0,Mico Layout,True,BTP130 - GD Mara Junction,,2024-04-15 19:33:50.196852+00,,,,,2024-03-28 11:49:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,11,0,0,1,1.0,0.4,1.25,1.0,12.908,77.601,"12.908,77.601",0.5
FKID003993,12.9332196,77.6912655,,FKN00GL3937,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-28 02:29:46+00,,2024-03-28 02:30:27.139713+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-14 21:24:53.722233+00,,,,,2024-03-28 07:59:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,7,0,0,0,1.0,0.4,1.0,1.0,12.933,77.691,"12.933,77.691",0.4
FKID003994,12.9648802,77.5388988,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3938,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 05:33:46+00,,2024-01-30 05:38:10.916701+00,FKDEV00719,FKUSR00692,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3938,SCOOTER,approved,2024-02-03 03:44:28.49+00,2024-01-30 11:03:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,1,1.05,0.4,1.25,1.0,12.965,77.539,"12.965,77.539",0.525
FKID003995,12.9648259,77.5389339,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3939,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-01 06:02:46+00,,2024-02-01 06:37:19.433585+00,FKDEV00393,FKUSR00389,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3939,MOTOR CYCLE,approved,2024-02-01 22:19:45.468+00,2024-02-01 11:32:46+05:30,['WRONG PARKING'],True,2024-02-01,2024-02,Thursday,11,0,0,1,1.05,0.4,1.25,1.0,12.965,77.539,"12.965,77.539",0.525
FKID003996,12.908475,77.60084,"1st Cross Road, GD Mara Slum, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL3940,CAR,,"[""NO PARKING""]",[113],2024-03-28 06:19:46+00,,2024-03-28 22:18:53.964026+00,FKDEV00738,FKUSR00711,31.0,Mico Layout,True,BTP130 - GD Mara Junction,,2024-04-15 19:33:50.199439+00,,,,,2024-03-28 11:49:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,11,0,0,1,1.0,1.0,1.25,1.0,12.908,77.601,"12.908,77.601",1.25
FKID003997,12.997352,77.5460538,"Padmabhushan Dr MC Modi Road, Indiranagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3941,CAR,,"[""WRONG PARKING""]",[112],2024-01-30 05:25:46+00,,2024-01-30 05:38:27.130519+00,FKDEV00696,FKUSR00671,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL3941,CAR,approved,2024-02-03 03:44:02.026+00,2024-01-30 10:55:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,1,1.05,1.0,1.25,1.2,12.997,77.546,"12.997,77.546",1.575
FKID003998,12.9576818,77.5863542,"Sri Kolada Mata Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL3942,OTHERS,,"[""NO PARKING""]",[113],2024-01-30 01:42:46+00,,2024-01-30 05:41:03.257468+00,FKDEV00612,FKUSR00225,32.0,Wilson Garden,True,BTP192 - Urvashi Theater,,,FKN00GL3942,LORRY/GOODS VEHICLE,approved,2024-02-03 05:19:22.935+00,2024-01-30 07:12:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,7,0,0,1,1.0,1.0,1.25,1.0,12.958,77.586,"12.958,77.586",1.25
FKID003999,13.0537462,77.5753295,"Gundappa Road, Tatanagar Circle, Tata Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL3943,CAR,,"[""WRONG PARKING""]",[112],2024-03-28 02:29:46+00,,2024-03-28 02:30:54.252486+00,FKDEV00643,FKUSR00623,,Kodigehalli,False,No Junction,,,,,,,2024-03-28 07:59:46+05:30,['WRONG PARKING'],True,2024-03-28,2024-03,Thursday,7,0,0,0,1.05,1.0,1.0,1.0,13.054,77.575,"13.054,77.575",1.05
FKID004000,12.9873198,77.7348347,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL3944,MOTOR CYCLE,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2024-02-01 06:36:46+00,,2024-02-01 06:37:51.464661+00,FKDEV00156,FKUSR00156,39.0,Whitefield,True,No Junction,,,FKN00GL3944,MOTOR CYCLE,approved,2024-02-01 22:20:01.886+00,2024-02-01 12:06:46+05:30,"['PARKING ON FOOTPATH', 'WRONG PARKING']",True,2024-02-01,2024-02,Thursday,12,0,0,0,1.1,0.4,1.0,1.0,12.987,77.735,"12.987,77.735",0.44000000000000006
FKID004001,12.9200807,77.5836354,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",FKN00GL3945,CAR,,"[""NO PARKING""]",[113],2024-03-23 06:10:46+00,,2024-03-28 02:32:59.671827+00,FKDEV00306,FKUSR00305,25.0,Jayanagara,True,"BTP191 - 40th Cross, 4th Main, Jayanagar",,2024-04-14 21:26:23.336935+00,,,,,2024-03-23 11:40:46+05:30,['NO PARKING'],True,2024-03-23,2024-03,Saturday,11,0,1,1,1.0,1.0,1.25,1.0,12.92,77.584,"12.92,77.584",1.25
FKID004002,12.9289883,77.58209,"Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL3946,CAR,,"[""NO PARKING""]",[113],2024-03-26 01:24:46+00,,2024-03-28 02:33:00.761653+00,FKDEV00306,FKUSR00305,25.0,Jayanagara,True,BTP220 - Puttanna Junction,,2024-04-14 21:26:23.34089+00,,,,,2024-03-26 06:54:46+05:30,['NO PARKING'],True,2024-03-26,2024-03,Tuesday,6,0,0,1,1.0,1.0,1.25,1.0,12.929,77.582,"12.929,77.582",1.25
FKID004003,12.9784634,77.5735967,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL3947,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-28 02:29:46+00,,2024-03-28 02:33:01.798987+00,FKDEV00020,FKUSR00020,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,2024-04-14 21:26:23.344615+00,,,,,2024-03-28 07:59:46+05:30,['WRONG PARKING'],True,2024-03-28,2024-03,Thursday,7,0,0,1,1.05,0.4,1.25,1.0,12.978,77.574,"12.978,77.574",0.525
FKID004004,12.9649973,77.5387439,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3948,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 05:32:46+00,,2024-01-30 05:40:02.581452+00,FKDEV00719,FKUSR00692,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3948,SCOOTER,approved,2024-02-03 03:34:01.712+00,2024-01-30 11:02:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,1,1.05,0.4,1.25,1.0,12.965,77.539,"12.965,77.539",0.525
FKID004005,12.9288067,77.5819267,"Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL3949,CAR,,"[""NO PARKING""]",[113],2024-03-26 01:24:46+00,,2024-03-28 02:33:02.114399+00,FKDEV00306,FKUSR00305,25.0,Jayanagara,True,BTP220 - Puttanna Junction,,2024-04-14 21:26:23.34875+00,,,,,2024-03-26 06:54:46+05:30,['NO PARKING'],True,2024-03-26,2024-03,Tuesday,6,0,0,1,1.0,1.0,1.25,1.0,12.929,77.582,"12.929,77.582",1.25
FKID004006,12.9642385,77.5762524,"Mysore Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3950,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-11 05:09:46+00,,2024-03-11 05:30:46.493953+00,FKDEV00299,FKUSR00298,28.0,City Market,True,BTP082 - KR Market Junction,,2024-03-28 14:50:11.830802+00,FKN00GL3950,SCOOTER,approved,2024-04-03 05:27:50.21+00,2024-03-11 10:39:46+05:30,['WRONG PARKING'],True,2024-03-11,2024-03,Monday,10,1,0,1,1.05,0.4,1.25,1.2,12.964,77.576,"12.964,77.576",0.63
FKID004007,12.9649647,77.5385444,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3951,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 05:31:46+00,,2024-01-30 05:40:34.04552+00,FKDEV00719,FKUSR00692,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3951,SCOOTER,approved,2024-02-01 08:07:24.693+00,2024-01-30 11:01:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,1,1.05,0.4,1.25,1.0,12.965,77.539,"12.965,77.539",0.525
FKID004008,12.9262833,77.5840633,"33rd Cross Road, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL3952,CAR,,"[""NO PARKING""]",[113],2024-03-26 01:31:46+00,,2024-03-28 02:33:03.063645+00,FKDEV00306,FKUSR00305,25.0,Jayanagara,True,"BTP226 - 33rd Cross, 11th Main, Jayanagar",,2024-04-14 21:26:23.352657+00,,,,,2024-03-26 07:01:46+05:30,['NO PARKING'],True,2024-03-26,2024-03,Tuesday,7,0,0,1,1.0,1.0,1.25,1.0,12.926,77.584,"12.926,77.584",1.25
FKID004009,12.9332196,77.6912655,"New Horizon College Road, Kariyammana Agrahara, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",FKN00GL3953,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-27 01:24:46+00,,2024-03-28 02:33:06.108807+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-14 21:26:23.356494+00,,,,,2024-03-27 06:54:46+05:30,['NO PARKING'],True,2024-03-27,2024-03,Wednesday,6,0,0,0,1.0,0.4,1.0,1.0,12.933,77.691,"12.933,77.691",0.4
FKID004010,12.9730418,77.5381883,"8th Main Road, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3954,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-02-01 06:37:46+00,,2024-02-01 06:39:08.441576+00,FKDEV00215,FKUSR00215,30.0,Vijayanagara,True,BTP028 - Vijayanagar Bus Stand Junction,,,FKN00GL3955,PASSENGER AUTO,approved,2024-02-01 21:51:21.823+00,2024-02-01 12:07:46+05:30,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",True,2024-02-01,2024-02,Thursday,12,0,0,1,1.4,0.75,1.25,1.0,12.973,77.538,"12.973,77.538",1.3124999999999998
FKID004011,12.9654541,77.5373163,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3956,CAR,,"[""WRONG PARKING""]",[112],2024-01-30 05:31:46+00,,2024-01-30 05:41:31.32028+00,FKDEV00719,FKUSR00692,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3956,CAR,approved,2024-02-01 07:59:41.905+00,2024-01-30 11:01:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,1,1.05,1.0,1.25,1.0,12.965,77.537,"12.965,77.537",1.3125
FKID004012,12.9996449,77.625097,"Banaswadi Road, N Thyagaraju Layout, Jeevanahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560033, India",FKN00GL3957,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:28:46+00,,2024-01-30 05:41:42.620872+00,FKDEV00529,FKUSR00518,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL3957,CAR,approved,2024-02-01 07:59:11.909+00,2024-01-30 10:58:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,13.0,77.625,"13.0,77.625",1.2
FKID004013,12.9431204,77.5678461,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL3958,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:23:46+00,,2024-01-30 05:41:41.847514+00,FKDEV00627,FKUSR00608,7.0,Basavanagudi,True,No Junction,,,FKN00GL3958,CAR,approved,2024-02-01 07:58:45.21+00,2024-01-30 10:53:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,12.943,77.568,"12.943,77.568",1.2
FKID004014,12.9431204,77.5678461,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL3959,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:22:46+00,,2024-01-30 05:41:40.917388+00,FKDEV00627,FKUSR00608,7.0,Basavanagudi,True,No Junction,,,FKN00GL3959,CAR,approved,2024-02-01 07:58:54.867+00,2024-01-30 10:52:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,12.943,77.568,"12.943,77.568",1.2
FKID004015,12.9332196,77.6912655,"New Horizon College Road, Kariyammana Agrahara, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",FKN00GL3960,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-28 02:29:46+00,,2024-03-28 02:33:08.160455+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-14 21:26:23.360425+00,,,,,2024-03-28 07:59:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,7,0,0,0,1.0,0.4,1.0,1.0,12.933,77.691,"12.933,77.691",0.4
FKID004016,12.9393188,77.5839416,"9th Cross Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL3961,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-26 22:11:46+00,,2024-03-28 09:20:27.735383+00,FKDEV00736,FKUSR00709,32.0,Wilson Garden,True,"BTP186 - 9th Cross, 4th Main, Jayanagar",,2024-04-15 14:54:45.980581+00,,,,,2024-03-27 03:41:46+05:30,['NO PARKING'],True,2024-03-27,2024-03,Wednesday,3,0,0,1,1.0,0.4,1.25,1.0,12.939,77.584,"12.939,77.584",0.5
FKID004017,12.9776266,77.5772317,"5th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL3962,CAR,,"[""WRONG PARKING""]",[112],2024-03-28 21:42:46+00,,2024-03-28 21:45:41.133177+00,FKDEV00320,FKUSR00319,3.0,Upparpet,True,BTP040 - Elite Junction,,2024-04-15 18:24:38.01775+00,,,,,2024-03-29 03:12:46+05:30,['WRONG PARKING'],True,2024-03-29,2024-03,Friday,3,0,0,1,1.05,1.0,1.25,1.0,12.978,77.577,"12.978,77.577",1.3125
FKID004018,12.987653,77.7349414,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL3963,SCOOTER,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2024-02-01 06:38:46+00,,2024-02-01 06:39:30.694506+00,FKDEV00156,FKUSR00156,84.0,Mahadevapura,True,No Junction,,,FKN00GL3963,SCOOTER,approved,2024-02-01 21:54:50.535+00,2024-02-01 12:08:46+05:30,"['PARKING ON FOOTPATH', 'WRONG PARKING']",True,2024-02-01,2024-02,Thursday,12,0,0,0,1.1,0.4,1.0,1.0,12.988,77.735,"12.988,77.735",0.44000000000000006
FKID004019,12.987653,77.7349414,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL3964,SCOOTER,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2024-02-01 06:37:46+00,,2024-02-01 06:39:28.490736+00,FKDEV00156,FKUSR00156,84.0,Mahadevapura,True,No Junction,,,FKN00GL3964,SCOOTER,approved,2024-02-01 22:09:39.106+00,2024-02-01 12:07:46+05:30,"['PARKING ON FOOTPATH', 'WRONG PARKING']",True,2024-02-01,2024-02,Thursday,12,0,0,0,1.1,0.4,1.0,1.0,12.988,77.735,"12.988,77.735",0.44000000000000006
FKID004020,12.987653,77.7349414,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL3965,SCOOTER,,"[""PARKING ON FOOTPATH"",""NO PARKING""]","[105,113]",2024-02-01 06:37:46+00,,2024-02-01 06:39:29.729668+00,FKDEV00156,FKUSR00156,84.0,Mahadevapura,True,No Junction,,,FKN00GL3965,SCOOTER,approved,2024-02-01 22:10:24.269+00,2024-02-01 12:07:46+05:30,"['PARKING ON FOOTPATH', 'NO PARKING']",True,2024-02-01,2024-02,Thursday,12,0,0,0,1.1,0.4,1.0,1.0,12.988,77.735,"12.988,77.735",0.44000000000000006
FKID004021,13.0084217,77.6946483,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL3966,CAR,,"[""NO PARKING""]",[113],2024-02-01 06:36:46+00,,2024-02-01 06:39:29.797207+00,FKDEV00739,FKUSR00712,15.0,K.R. Pura,True,No Junction,,,,,,,2024-02-01 12:06:46+05:30,['NO PARKING'],True,2024-02-01,2024-02,Thursday,12,0,0,0,1.0,1.0,1.0,1.0,13.008,77.695,"13.008,77.695",1.0
FKID004022,12.9995017,77.6249717,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL3967,OTHERS,,"[""NO PARKING""]",[113],2024-01-30 05:32:46+00,,2024-01-30 05:41:49.306844+00,FKDEV00529,FKUSR00518,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL3967,OTHERS,approved,2024-02-03 03:32:56.729+00,2024-01-30 11:02:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,11,0,0,0,1.0,1.0,1.0,1.0,13.0,77.625,"13.0,77.625",1.0
FKID004023,12.9990637,77.6246259,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL3968,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:29:46+00,,2024-01-30 05:41:44.744169+00,FKDEV00529,FKUSR00518,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL3968,CAR,approved,2024-02-01 07:58:41.361+00,2024-01-30 10:59:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,12.999,77.625,"12.999,77.625",1.2
FKID004024,12.999267,77.6248342,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL3969,CAR,,"[""NO PARKING""]",[113],2024-01-30 05:28:46+00,,2024-01-30 05:41:43.958994+00,FKDEV00529,FKUSR00518,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL3969,CAR,approved,2024-02-01 07:58:22.701+00,2024-01-30 10:58:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,10,1,0,0,1.0,1.0,1.0,1.2,12.999,77.625,"12.999,77.625",1.2
